client_id,name,age,location_id,joined_bank,banking_contact,nationality,occupation,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,iaid,gender,banking_relationship,investment_advisor
IND41653,Christopher Reynolds,50,7669,2021-03-07,Joshua Bennett,European,Speech Pathologist,High,Jade,66391.1376,13088.72,1,141.29919999999998,536031.4465999999,107038.73306999999,72218.90424,42557.56856999999,3854.8188,755302.8883999999,3,1,2,2,9,Female,Institutional,Steve Sanchez
IND82371,Terry Black,60,33117,2001-12-16,Keith Griffin,Australian,Research Assistant II,High,Jade,51443.615999999995,8991.84,1,7099.6656,261255.7872,530295.825312,158750.97955199998,196918.76825280002,66527.808,1738470.7968,0,2,2,2,10,Female,Institutional,Lawrence Sanchez
IND75420,Janice Gray,73,14413,2001-01-17,Anthony Torres,African,Legal Assistant,High,Jade,209712.86190000002,16818.27,1,2467.8288000000002,226487.53710000002,39921.31845,64187.217899999996,14653.472184000007,12887.174700000001,96489.55709999999,1,2,3,1,11,Male,Private Bank,Peter Castillo
IND95008,Clarence Murray,43,25002,2016-06-19,Phillip Peters,American,Web Developer IV,High,Jade,417117.07700000005,7290.910000000001,1,7436.680800000001,981015.3955999999,2057795.30852,1248170.92484,530641.3148036,64086.917199999996,1188000.1198,1,3,3,1,12,Male,Private Bank,Victor Gutierrez
IND56438,Jane Reynolds,52,7822,2019-04-10,Keith Griffin,European,Product Engineer,Low,Gold,82231.6884,14281.92,1,4312.7112,36652.664399999994,743620.8832559999,378112.31351999997,221825.89059840006,20722.3576,479827.4591999999,1,1,3,2,13,Female,Private Bank,Daniel Carroll
IND62378,Christina Hunt,23,34571,2012-04-05,Frank Brown,American,Media Manager IV,High,Silver,158077.0731,26127.99,1,6227.9984,262656.0465,1211126.4235280002,622230.0891520001,454672.41514464,41574.51840000001,1004496.2471000002,2,2,3,1,14,Male,Private Bank,Carl Anderson
IND84180,Nancy Mitchell,20,15142,2019-03-17,Donald Reynolds,Asian,VP Accounting,Mid,Gold,277452.63,49296.45,1,2428.3804999999998,205873.5975,141935.637965,171393.97792,107978.20608960002,25416.68,601229.8535,2,5,3,2,15,Female,Private Bank,Nicholas Ward
IND69349,Benjamin Garza,17,18379,2004-12-08,Mark Montgomery,Asian,Media Manager IV,Mid,Gold,350625.0425,27300.3,1,6833.388000000001,867561.765,796059.427635,314721.1690650001,299355.37081065,89702.47200000001,963282.9255,0,4,3,2,16,Female,Private Bank,Fred Bryant
IND65968,Roy Hughes,77,8473,2001-10-27,Bobby Burton,American,Graphic Designer,High,Jade,185599.4511,23896.32,2,1233.1535999999999,457126.66439999995,303143.844528,249011.01514799995,107399.53348992002,26623.1112,407741.25,1,2,3,1,17,Male,Private Bank,Ryan Taylor
IND83086,Arthur Duncan,46,14376,2008-12-02,Bobby Burton,American,Database Administrator III,Mid,Silver,95819.67360000001,2697.8,1,1816.9368000000002,780831.5760000001,253946.58956800008,67504.78963200001,103475.19896448002,9755.804800000002,351955.74400000006,0,1,4,1,18,Male,Commercial,Sean Vasquez
IND70927,Donald Hanson,83,11190,2013-02-28,Shawn Cook,European,Web Designer III,High,Jade,30898.92,21343.5,3,845.994,162813.13199999998,150843.39192,149003.83836,34951.51763999999,5480.142,395819.65799999994,1,1,4,1,19,Male,Commercial,Nicholas Morrison
IND71808,Mary Johnston,72,17834,2004-02-07,Jesse Evans,Asian,Programmer Analyst IV,Mid,Platinum,66283.45319999999,28269.719999999998,2,3500.1989999999996,508481.496,363561.048,331244.51039999997,73439.33169600004,9567.963,319287.609,0,2,1,1,20,Male,Retail,Jack Phillips
IND17448,George Fowler,31,14779,2020-02-03,Bobby Burton,European,Recruiting Manager,Low,Jade,46525.2192,5173.5599999999995,1,1349.7659999999998,381700.42199999996,116082.89009999999,61455.6477,40560.727482,17195.67,597224.7899999999,1,1,2,2,21,Female,Institutional,Juan Ramirez
IND24125,Scott Mitchell,61,35662,2018-04-30,Anthony Torres,Asian,Staff Scientist,High,Jade,231731.07749999998,73595.55,1,2370.7819999999997,1198853.051,99957.67332500001,50540.396625,37062.957525,106.533,652778.421,2,5,3,1,22,Male,Private Bank,Gregory Boyd
IND96154,Joan Ortiz,22,11043,2021-02-13,Roger Alexander,European,Assistant Professor,High,Jade,122947.0368,31710.429999999997,1,364.7012,34744.4868,214791.36112000002,149788.71236,162054.42956079997,22845.4404,177518.0412,2,2,4,1,1,Male,Commercial,Victor Dean
IND35689,Cheryl Garrett,48,11467,1995-03-13,Phillip Peters,Australian,Geologist I,High,Gold,123401.69599999998,70315.52,1,5618.624,1033489.82,1572645.2675999997,875211.27936,344614.44124799996,85673.896,1678416.1679999998,2,4,1,1,2,Male,Retail,Jeremy Porter
IND28975,Nicholas Watkins,47,21777,2011-06-02,Dennis Morris,American,Accountant III,Mid,Jade,342354.8136,25422.7,2,5913.2216,1475135.4546,1251739.7223220002,561804.442302,271243.12723072,64653.541,616714.6162,1,3,1,2,3,Female,Retail,Ernest Knight
IND39526,Tammy Kim,61,18447,2020-01-11,Jesse Evans,Asian,Registered Nurse,High,Jade,59012.4045,22778.92,2,1249.7404999999999,65119.8422,66531.737389,25265.21673,43035.085830100004,4403.302,371481.52619999996,0,1,1,1,4,Male,Retail,Eric Shaw
IND96775,Larry Brooks,30,18822,2005-10-24,Shawn Long,European,Desktop Support Technician,High,Platinum,162714.816,21954.24,1,342.57079999999996,342340.5964,81825.79504,35481.98192,45424.17807839999,24733.711199999998,873421.296,3,2,2,2,8,Female,Institutional,Joe Carroll
IND90131,Stephen Carr,81,467,1995-11-22,Shawn Cook,Asian,Systems Administrator IV,High,Jade,157581.375,33288.0,1,5292.45,785409.8399999999,1042672.6538999999,466458.8188499999,524354.5898955,18663.795,1436150.3399999999,1,3,2,1,9,Male,Institutional,Steve Sanchez
IND68422,Alan Taylor,67,28613,2017-10-28,Anthony Simpson,European,Systems Administrator II,High,Gold,75751.936,25677.08,1,6576.367200000001,467736.46920000005,434860.5034800001,185978.07696000003,85768.7131392,22662.588,1703957.0808,1,2,3,2,10,Female,Private Bank,Lawrence Sanchez
IND34367,Johnny Richardson,72,533,2014-10-28,Steve Diaz,Australian,Human Resources Assistant IV,Mid,Jade,121290.33279999997,21999.78,1,2810.304,1354505.0525999998,2640689.2312200004,604079.2358999999,762865.777908,2175.4764,1101119.7636,3,3,3,2,11,Female,Private Bank,Peter Castillo
IND56930,Arthur Sullivan,71,32252,2018-03-21,Joshua Little,European,Media Manager I,High,Jade,100123.92,16866.9,1,5213.439,1263579.471,300310.90551,226208.21454,144149.23464480002,52584.84,588852.4950000001,1,4,3,2,12,Female,Private Bank,Victor Gutierrez
IND47675,Walter Arnold,25,5209,1995-10-22,Joe Hanson,European,Database Administrator IV,High,Gold,41697.1968,19048.16,3,4324.1927,135573.4693,1188019.3471419998,282047.758674,458113.93530079996,30149.794999999995,751123.1821,1,2,3,1,13,Male,Private Bank,Daniel Carroll
IND91448,Roger Hernandez,51,20243,1995-07-02,George Lewis,Asian,Software Engineer III,High,Jade,20674.1449,22214.91,3,2668.356,770743.917,665784.0542250001,246586.68675000002,290972.290365,20937.555,316932.9795,0,1,3,2,14,Female,Private Bank,Carl Anderson
IND37820,Harry Martin,65,18920,2019-09-09,Ernest Rivera,American,Help Desk Operator,High,Jade,158667.2672,11230.960000000001,2,169.936,595889.476,108528.9101,81111.08017999999,23522.2132522,25136.696,760343.558,1,2,3,1,15,Male,Private Bank,Nicholas Ward
IND25754,Ruth Bailey,67,8104,2005-06-09,Douglas Tucker,European,Automation Specialist III,Low,Gold,42783.86,8986.11,1,3264.1938,703366.7074,0.0,0.0,0.0,44402.4819,1159400.4708999998,1,2,3,2,1,Female,Private Bank,Victor Dean
IND50610,Howard Stephens,65,38825,2008-03-08,Benjamin Kim,American,Occupational Therapist,High,Jade,73154.79359999999,28365.12,1,6759.9168,860465.424,1636294.103808,597876.691776,809650.90944192,5187.4368,730930.6368,1,3,4,1,2,Male,Commercial,Jeremy Porter
IND26467,Thomas Welch,70,3351,2015-10-05,Jesse Evans,Asian,Statistician IV,Mid,Jade,179278.4148,35155.74,1,5878.4355000000005,271176.213,153422.33445,71597.08941,46202.04014579999,17116.1655,1525523.0865,0,2,4,2,3,Female,Commercial,Ernest Knight
IND73333,Gary Ellis,23,2054,2012-03-21,Todd Roberts,Asian,Safety Technician II,Mid,Silver,337287.4284,16309.529999999999,2,1813.6511999999998,112600.9344,211212.82867199997,171610.423296,161577.81393407998,413.33759999999995,1031824.4543999999,0,2,3,2,4,Female,Private Bank,Eric Shaw
IND69547,Terry Ray,34,11955,2011-06-01,Shawn Long,American,Accountant IV,High,Gold,91325.45369999998,40384.32,2,8142.0828,1722890.0696999999,247701.74484000003,52064.697960000005,104650.04289959998,33788.127,1256481.7545,1,2,1,1,5,Male,Retail,Kevin Kim
IND14819,Mark Ward,38,4878,2019-01-25,Donald Reynolds,Asian,Automation Specialist IV,Mid,Jade,123570.37439999999,7933.2,1,1478.2284,464089.94279999996,19275.251291999997,16761.088079999998,5698.7699471999995,25492.3812,534089.1732,1,2,2,1,6,Male,Institutional,Victor Rogers
IND43846,Carol Freeman,65,9736,2012-11-09,Chris Armstrong,European,GIS Technical Architect,High,Silver,208133.3232,23802.24,3,1476.255,707351.5679999999,1525936.4455499998,1074790.01817,194125.65389909994,62873.282999999996,721018.122,1,2,3,1,7,Male,Private Bank,Eugene Cunningham
IND50683,Gregory Mason,34,19885,2019-03-14,Jeremy Vasquez,European,Professor,Low,Jade,171731.7316,10815.36,1,4130.6875,378784.85,901622.65625,281306.26875,365193.2406875,19452.6625,1341318.8875,1,2,4,2,8,Female,Commercial,Joe Carroll
IND70906,Paul Armstrong,26,31831,2020-06-28,Paul Larson,European,Media Manager IV,Low,Silver,89041.0752,17562.24,1,1276.3072,207413.1136,65425.86406400001,87586.23737599999,17939.349824000008,2289.9328,460558.0224,3,1,1,2,9,Female,Retail,Steve Sanchez
IND57481,Clarence Sullivan,79,39581,2021-12-21,Shawn Long,European,Sales Associate,High,Jade,90878.29660000002,40976.39,2,1848.483,1479472.5036,1142056.345248,692722.7012159999,216616.26089376005,3673.6518,945657.2579999999,3,4,1,1,10,Male,Retail,Lawrence Sanchez
IND59872,Keith Ray,52,23804,2021-12-11,Jeremy Vasquez,Asian,Web Designer III,High,Platinum,194269.92779999998,52194.35999999999,1,3085.9146,1036239.0950999999,1621386.244392,594095.723136,585679.36705824,6651.8001,848117.6192999999,0,2,1,1,11,Male,Retail,Peter Castillo
IND29699,Roy Lee,45,24321,2006-01-18,Chris Armstrong,European,Statistician III,Low,Jade,244407.54559999998,7794.62,1,160.9152,148105.8768,1349926.194944,714666.809088,177872.62803968,2931.9696000000004,1464641.4736000001,2,2,2,2,12,Female,Institutional,Victor Gutierrez
IND74437,Matthew GoPKRalez,28,19548,2003-10-13,Jeremy Vasquez,European,Senior Developer,High,Jade,89835.3405,10536.85,3,478.22939999999994,1170365.0139,1045397.5207159998,872960.8162680002,210911.64412795985,43825.6185,1325281.5507999999,0,3,2,1,13,Male,Institutional,Daniel Carroll
IND72103,Norma Washington,44,40821,2021-05-27,Joshua Little,Asian,Dental Hygienist,Mid,Silver,251512.73559999999,44473.28,1,3613.7735999999995,337250.59619999997,136148.50997599997,122302.898792,109541.86048407998,34364.6798,251233.8,2,5,3,2,14,Female,Private Bank,Carl Anderson
IND49677,Thomas Peters,46,7641,2006-07-18,Raymond Alexander,American,Web Designer II,Mid,Gold,29990.474699999995,3006.14,3,2847.6839999999997,416331.5835,154325.50245,44093.000700000004,84364.608006,16184.4795,493787.553,1,1,3,1,15,Male,Private Bank,Nicholas Ward
IND68590,Larry Baker,60,34236,2019-09-27,Victor Ramos,Asian,Web Developer IV,Low,Jade,89882.988,19533.21,3,2666.5739999999996,857308.9988999998,222362.17517999993,157424.5488,38569.014456,62249.68859999999,1491923.9822999998,2,2,3,1,16,Male,Private Bank,Fred Bryant
IND42163,Cynthia Wheeler,76,29628,2007-02-01,Nicholas Cunningham,American,Budget/Accounting Analyst III,Mid,Silver,166062.11549999999,32686.839999999997,1,83.804,94568.796,136205.18553600003,63238.121856,134989.06780800002,14772.923200000001,336401.1952,0,1,3,2,17,Female,Private Bank,Ryan Taylor
IND25041,Lillian Jackson,59,32066,2013-03-14,Mark Montgomery,Australian,Media Manager IV,Mid,Jade,245836.27750000003,30283.000000000004,1,759.1925,757839.2250000001,97270.63775,74744.80585,16587.203489999996,3237.4100000000003,437606.29,3,2,3,2,18,Female,Private Bank,Sean Vasquez
IND32204,Lori Marshall,27,23669,2020-03-08,Jonathan Hawkins,Asian,Structural Engineer,High,Jade,340982.19879999995,51114.38,1,2538.7614,923578.5384,222884.561088,166278.958272,125629.05974976,22111.563599999998,1006246.1052,1,5,3,2,19,Female,Private Bank,Nicholas Morrison
IND94129,Jerry Rogers,62,27712,2017-11-21,Stephen Payne,European,Payment Adjustment Coordinator,Mid,Platinum,99927.63059999999,6232.67,1,579.1433999999999,115782.4602,17503.971804,13791.008088,15276.193574399997,10968.3618,459031.78859999997,1,2,3,2,20,Female,Private Bank,Jack Phillips
IND68054,Roy Armstrong,44,22102,2020-11-29,Phillip Peters,European,Human Resources Manager,Mid,Jade,98458.0608,5650.56,3,2086.1567999999997,470697.024,417648.81715200003,263516.51558400004,229010.76807167995,5986.9824,376548.74879999994,1,1,4,1,21,Male,Commercial,Juan Ramirez
IND98980,Alan Wheeler,39,16663,2015-09-16,Roger Alexander,European,Design Engineer,Mid,Jade,38002.72,22652.800000000003,1,2262.8880000000004,282746.52,827644.3218,317523.92220000003,253758.87225000001,11236.212000000001,254947.59600000002,0,1,4,2,22,Female,Commercial,Gregory Boyd
IND77041,Teresa Kennedy,39,21182,2008-11-13,Jerry Green,Australian,Administrative Officer,High,Platinum,68540.57280000002,15155.840000000002,3,6049.742400000001,208728.0468,1548129.748464,1071782.1335520002,266490.0267868799,68334.8796,1016647.9128,2,2,3,2,1,Female,Private Bank,Victor Dean
IND56058,Charles Banks,43,18625,2021-09-14,Raymond Alexander,European,Automation Specialist I,High,Jade,232630.33920000002,41074.04,1,3004.5120000000006,256989.40800000005,47812.37760000001,20320.260480000004,34317.3340224,24242.816000000006,606146.0160000001,2,2,1,2,2,Female,Retail,Jeremy Porter
IND89708,David Howell,71,23116,2006-01-15,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Gold,123854.6619,34316.46,1,6590.9376,721781.5392,193381.281792,108776.97100800002,108414.38110463998,22412.7648,734227.0272,1,3,2,2,3,Female,Institutional,Ernest Knight
IND71190,Wayne Baker,69,16470,2015-02-16,George Lewis,European,Research Assistant III,High,Gold,281097.7338,19224.09,1,6240.594599999999,612848.6298,893388.7853639999,402900.824772,472970.53342799994,10046.0412,925647.6131999999,0,2,3,1,4,Male,Private Bank,Eric Shaw
IND70757,Benjamin Wheeler,46,24059,2009-09-16,Keith Griffin,Asian,Systems Administrator I,Mid,Jade,98764.33829999997,27175.62,3,425.10029999999995,117867.76349999999,29873.71675799999,24108.613523999997,28301.415875999995,16602.515399999997,45228.19469999999,2,1,4,1,8,Male,Commercial,Joe Carroll
IND15919,Ann Harper,28,13943,1999-09-18,Roy Rice,European,Human Resources Manager,Mid,Gold,327053.3511,49660.4,1,3322.53,198880.12000000002,1120917.37,280229.3425,437157.77430000005,62268.46000000001,1385622.98,3,2,1,1,9,Male,Retail,Steve Sanchez
IND59154,Susan Webb,45,36156,2017-11-27,Jesse Evans,European,Web Developer II,High,Jade,145351.008,23670.0,3,4530.6576,1266636.6719999998,268319.47161599994,183442.904064,81317.2276224,60661.1376,1603253.7359999998,0,2,1,1,10,Male,Retail,Lawrence Sanchez
IND25459,Lawrence Powell,26,34581,2021-01-06,Joshua Bennett,Asian,VP Accounting,High,Platinum,94711.6104,47943.96,1,11756.745,426759.795,358461.909036,146643.50824199998,52535.61874638,26495.8848,1540519.4574,0,4,1,2,11,Female,Retail,Peter Castillo
IND29817,Anna Holmes,72,25728,2018-05-27,Anthony Berry,European,Civil Engineer,Mid,Jade,129558.06080000002,2370.82,3,916.0960000000001,259774.41600000003,162718.23360000004,52883.42592000001,97834.33795200003,6109.392,104134.92800000001,1,1,2,1,12,Male,Institutional,Victor Gutierrez
IND82819,Sean Larson,69,25253,2008-01-18,Samuel Fowler,American,Research Assistant II,High,Jade,26994.24,16050.3,1,1862.7929999999997,299906.154,160834.72130999996,165496.59728999998,75032.8938981,15247.412999999999,167690.90699999998,0,1,2,1,13,Male,Institutional,Daniel Carroll
IND48072,Jacqueline Thompson,62,7488,2005-10-29,Ernest Rivera,Asian,Media Manager II,High,Jade,355157.28,27284.800000000003,1,634.3040000000001,590881.312,590910.2288000002,284305.86480000004,218525.29216,78541.76000000001,915318.4800000001,1,3,3,1,14,Male,Private Bank,Carl Anderson
IND36436,Laura Griffin,59,28899,2001-04-24,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Jade,41767.7911,8383.95,2,2441.0144,485044.1288,110338.45574399999,85261.53398400001,28086.152371199994,22408.0648,541229.4712,2,1,3,1,15,Male,Private Bank,Nicholas Ward
IND85558,William Hernandez,20,25079,2020-11-08,Steve Diaz,European,Junior Executive,High,Jade,67275.3382,10237.13,1,1931.8394000000003,36150.6004,65074.83333200001,19645.232704000002,47173.11503048,28646.690800000004,146020.6392,1,1,3,1,1,Male,Private Bank,Victor Dean
IND21262,Irene Wood,32,4381,2011-07-14,Anthony Berry,Asian,Senior Financial Analyst,High,Jade,242779.89599999998,13511.57,1,3344.5387999999994,610132.6714,972181.0413759999,672252.84776,206329.91250479996,1940.5735999999997,361619.85179999995,0,2,3,1,2,Male,Private Bank,Jeremy Porter
IND25060,Kevin Cole,76,19292,2003-09-16,Paul Larson,American,Account Executive,Low,Jade,222899.4612,24385.3,1,3614.9412,1056210.1524,533504.828376,376189.3020600001,184674.74828399994,36158.1324,692560.0812,2,4,3,2,3,Female,Private Bank,Ernest Knight
IND50748,Jeffrey Martin,45,26661,2016-10-29,Mark Montgomery,European,VP Quality Control,Mid,Silver,159565.95200000002,10513.36,1,214.29719999999998,30799.516799999998,153777.14539199998,153777.14539199998,96286.07577264,7605.9204,150074.1372,1,2,3,1,4,Male,Private Bank,Eric Shaw
IND53747,Ashley Howell,55,29856,2013-08-25,Anthony Berry,European,Software Engineer II,High,Silver,146013.2973,56286.9,3,5845.3164,501918.03090000007,540423.013779,375169.695516,60741.76022640002,37488.825000000004,1325879.28,3,3,3,1,5,Male,Private Bank,Kevin Kim
IND17734,Mary Peters,33,6705,2008-08-09,Anthony Simpson,European,Project Manager,High,Silver,97226.34539999999,8672.449999999999,1,230.463,204220.49399999998,167557.2237,100534.33422,46245.7937412,17867.538,385574.517,1,1,4,1,6,Male,Commercial,Victor Rogers
IND92033,Phillip Collins,58,16563,2004-04-09,Victor Ramos,European,Statistician II,Mid,Gold,141166.4112,15831.7,2,733.15,463993.92600000004,641428.5020000001,174935.04600000003,485736.31106000004,19931.45,579505.6300000001,2,2,4,2,7,Female,Commercial,Eugene Cunningham
IND52344,Steven Greene,33,32951,2019-04-12,Chris Armstrong,Asian,Sales Associate,Mid,Jade,93955.27679999999,12466.08,1,3247.5828,210735.8484,1055041.27344,495223.45488,186893.02558080002,52917.2952,886219.488,0,2,1,2,8,Female,Retail,Joe Carroll
IND75455,Juan Garcia,38,27514,2000-09-12,Jonathan Hawkins,Asian,Programmer Analyst II,Low,Silver,320879.5200000001,51955.200000000004,1,1144.32,970674.432,818115.3792,553932.2880000001,310202.08128000004,32401.152,146340.096,3,3,2,2,9,Female,Institutional,Steve Sanchez
IND69891,Michael Murphy,56,18359,2016-06-02,Joshua Ryan,European,Senior Financial Analyst,High,Silver,54290.1744,42073.560000000005,1,956.961,643495.1039999999,784410.9335999999,511572.348,168818.87483999997,23723.442,177830.802,1,2,3,2,10,Female,Private Bank,Lawrence Sanchez
IND42851,Nicholas Turner,18,21932,2020-10-10,Shawn Long,European,Research Nurse,Mid,Silver,330308.9692,16170.23,1,6638.0944,402515.40080000006,761183.703168,239938.341216,446450.78937983996,6083.352800000001,1653819.7012,1,3,4,2,11,Female,Commercial,Peter Castillo
IND74794,Cynthia Hudson,76,36803,2016-02-10,Ernest Rivera,American,Geologist I,Mid,Gold,154172.69999999998,4635.45,1,2203.992,59079.38400000001,96969.33792000002,53679.454920000004,124259.28016320002,6013.9800000000005,157943.52000000002,0,2,1,2,12,Female,Retail,Victor Gutierrez
IND55441,Paul Welch,18,10294,2020-01-11,Mark Montgomery,European,Marketing Manager,High,Jade,157969.47329999998,42671.159999999996,1,866.946,93297.6558,340347.54089199996,417200.211416,114620.26861008,9192.554,582802.8023999999,2,2,1,1,13,Male,Retail,Daniel Carroll
IND97245,Jerry Fernandez,82,11117,2009-10-07,Jesse Evans,Asian,Budget/Accounting Analyst IV,High,Jade,109137.68639999999,29740.38,1,1592.0784,170751.6228,163700.579592,143858.08509600002,128132.90820792002,6328.238400000001,667411.47,2,2,1,2,14,Female,Retail,Carl Anderson
IND80718,Jerry Hudson,61,14362,1996-03-19,Anthony Torres,European,VP Accounting,Low,Jade,150527.1825,24319.8,1,669.7350000000001,364947.363,240865.25958,164226.31335000004,218785.94411850002,1631.1240000000003,115375.293,2,2,2,1,15,Male,Institutional,Nicholas Ward
IND60540,Carl Reed,20,28139,2016-03-10,Jesse Evans,European,Community Outreach Specialist,High,Platinum,183239.5635,28524.5,1,4405.4644,1563406.7698000001,0.0,0.0,0.0,42021.261,1148859.0098,0,4,2,2,16,Female,Institutional,Fred Bryant
IND84388,Louise Morrison,47,11139,1996-02-04,Joshua Ryan,Asian,General Manager,High,Gold,279987.3657,30587.76,1,1908.1818,872874.2232000001,229477.32612000004,212048.66844,87840.43470720001,6347.168100000001,967363.0659000002,2,2,3,1,17,Male,Private Bank,Ryan Taylor
IND73711,Frances Hunt,80,8126,2003-07-02,Jesse Evans,Asian,Health Coach IV,Mid,Platinum,274732.4682,20300.33,2,1924.0390000000002,254175.22,417528.26505000005,404681.24151,244800.03355470003,7197.508500000001,754618.2865,1,2,3,1,18,Male,Private Bank,Sean Vasquez
IND70721,Sara Mason,36,35543,2020-09-25,Shawn Wallace,European,Administrative Assistant II,Low,Jade,65580.3148,18432.38,1,1516.9626,361994.6916,196577.78932800004,211139.107056,152893.836144,16609.4982,300334.446,1,2,3,1,19,Male,Private Bank,Nicholas Morrison
IND91832,Ernest Wood,67,25555,2006-04-22,Keith Griffin,European,Programmer Analyst IV,Mid,Jade,212636.9988,37999.42,1,7325.2872,972318.7404,1748132.825292,749199.782268,753084.52187976,75058.4394,1887293.4696,0,2,3,2,20,Female,Private Bank,Jack Phillips
IND95921,Clarence Lawrence,80,20342,2019-07-26,Benjamin Kim,American,Accounting Assistant III,High,Gold,76947.9228,25379.58,1,1681.7801000000002,642373.303,572485.418934,288244.406736,136755.95741808,14367.5103,866120.541,2,2,3,1,21,Male,Private Bank,Juan Ramirez
IND94561,Jose Sanders,34,30376,2005-02-19,Joshua Little,European,Developer I,Mid,Silver,129121.92000000001,18411.2,3,7002.936000000001,921744.224,1347837.6466400002,390495.01912000007,1051691.2627848,51998.576,1441628.12,2,3,3,1,22,Male,Private Bank,Gregory Boyd
IND38595,Jose West,32,3533,2014-06-29,Joshua Little,European,Structural Analysis Engineer,Low,Jade,268015.125,27240.0,1,1025.685,169872.47999999998,1151114.1038999995,275266.41615,402389.4519719999,61204.72499999999,1128644.73,3,3,3,1,1,Male,Private Bank,Victor Dean
IND31346,Timothy Fields,37,28206,2016-07-06,George Lewis,European,Account Executive,High,Jade,54145.808800000006,17178.13,1,10499.596800000001,402192.2967,2258828.4032550002,1065485.095875,234406.72109250003,71126.8851,2114414.8971,0,2,4,1,2,Male,Commercial,Jeremy Porter
IND70209,Carlos Ryan,33,43148,2007-04-26,Victor Martinez,Asian,Sales Representative,Low,Jade,109428.74250000001,19480.56,1,1157.2308,469326.05280000006,384533.63150400005,210069.298692,145980.36010800005,18989.348400000003,502983.39960000006,0,1,4,1,3,Male,Commercial,Ernest Knight
IND27981,Jeffrey Ramirez,43,10634,2001-08-12,Samuel Fowler,European,Engineer IV,High,Silver,50756.6468,36316.7,1,2477.1857999999993,585444.3324,86611.90048199997,74455.84427399999,48821.760745379994,3990.3419999999996,404897.0603999999,2,2,1,1,4,Male,Retail,Eric Shaw
IND79163,Sarah Gray,66,14319,2000-09-23,Joe Hanson,American,Recruiter,High,Platinum,63531.709800000004,8743.95,2,5078.5392,890250.0789,696871.5048539999,304515.279432,300767.39906976,40070.5725,727017.0410999999,2,2,2,2,8,Female,Institutional,Joe Carroll
IND59205,Brian Owens,41,21907,2000-12-25,Todd Roberts,Australian,Web Designer II,Low,Jade,207771.2832,21864.18,3,2872.3656,342874.7244,899355.700464,648372.714288,357650.7553008,8222.6664,197690.1264,2,3,3,2,9,Female,Private Bank,Steve Sanchez
IND84529,Angela Welch,67,38084,2012-07-15,Nicholas Simmons,European,Automation Specialist II,High,Jade,46553.212499999994,6493.54,3,1323.016,818243.6240000001,292712.1216,171968.37144,217192.39422720004,26938.928,531592.36,1,2,4,2,10,Female,Commercial,Lawrence Sanchez
IND63017,Gregory Roberts,32,21813,2007-07-18,Jesse Evans,American,Web Designer IV,Mid,Platinum,70523.23520000001,16318.300000000001,2,1198.9250000000002,159503.35,368369.81250000006,212181.01200000002,76738.79934000001,12171.575,209649.95,0,1,1,2,11,Female,Retail,Peter Castillo
IND24293,Christine Black,61,3663,2006-12-20,James Castillo,American,Nuclear Power Engineer,Mid,Silver,68103.91679999999,14806.56,1,1305.3216,238333.7664,139422.32505599997,53395.78406399999,56955.50300159999,23111.8176,624102.0959999999,3,2,1,1,12,Male,Retail,Victor Gutierrez
IND94962,Amanda Davis,54,39442,1999-01-04,Bruce Butler,Asian,Automation Specialist III,High,Gold,137176.77089999997,8670.269999999999,1,630.6784,403504.7964,531819.138336,485573.995872,111913.24476287999,26666.154,769435.5692,2,1,1,2,13,Female,Retail,Daniel Carroll
IND35866,Chris Barnes,52,39618,2002-05-26,Jeremy Vasquez,American,Human Resources Assistant II,High,Jade,140915.20500000002,10232.550000000001,1,71.928,476721.61199999996,309304.55231999996,317896.34544,78185.317392,17307.756,133351.91999999998,0,2,2,1,14,Male,Institutional,Carl Anderson
IND55044,Charles Rose,24,39118,2010-12-26,Anthony Simpson,Asian,Budget/Accounting Analyst I,High,Jade,97850.6763,22736.22,1,2457.7371000000003,337786.6401,1065152.1461490002,253607.65384499996,405047.65285530005,13410.0603,219390.444,2,1,2,1,15,Male,Institutional,Nicholas Ward
IND94695,Ralph Burns,52,26978,2002-06-01,Joe Price,European,Office Assistant III,High,Silver,439605.08999999997,28966.5,1,5837.238,993887.334,694245.6021600001,368160.5466,827309.3425740002,26346.276,989192.3580000001,3,4,3,1,1,Male,Private Bank,Victor Dean
IND28537,Christine Mason,63,14869,2002-03-08,Victor Ramos,Asian,Human Resources Assistant III,High,Jade,62182.9923,6083.64,2,3792.6085999999996,522778.9414,666451.2089319999,517563.17289399996,120599.30919077997,35526.3506,1037062.4072,3,2,3,1,2,Male,Private Bank,Jeremy Porter
IND85021,Judy Fuller,29,31436,2003-10-28,Adam Hernandez,Asian,Account Coordinator,High,Platinum,255296.02559999996,65724.8,2,4377.7188,1415820.1356,1404992.1436199998,504356.15412,780070.8517056,38540.502,1358271.4859999998,3,5,3,1,3,Male,Private Bank,Ernest Knight
